galeria_id,galeria_nombre,galeria_fecha_fundacion,galeria_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,galeria_calle_numero,galeria_colonia,galeria_cp,galeria_telefono1,pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
1353,"Galería Tanya Talamantes","2009-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Carret.Transpeninsular Km 31.5","Corredor Turístico","23400","","http://www.tanyatalamante.com/","info@tanyatalamante.com",-109.69741,23.04514,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1353","2022-03-31 05:03:54-06"
1960,"Magda Chairez Art","1000-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Francisco I. Madero s/n","Centro","23410"," 624 246 77 80","https://magda-chairez-art-1.ueniweb.com/","zairaespejo@hotmail.com",-109.91355,22.88282,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1960","2022-10-21 04:29:14-05"
1355,"Jardín del Arte Los Cabos","2009-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Blvd. Antonio Mijares s/n, Plaza Mijares","Centro","23410","","https://jardindelarteloscabos.org/","coordinacion@jardindelarteloscabos.org",-109.69486,23.06204,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1355","2023-08-01 04:42:59-06"
1817,"Muvezi Galeria de Esculturas","2016-03-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Alvaro Obregon 20 ","Centro","23400","624 177 96 54","","muvezi.gallery@gmail.com",-109.69683,23.06231,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1817","2023-08-01 05:07:31-06"
1816,"La Sacristía Art & History","1000-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Miguel Hidalgo 9","Centro","23400","624 142 40 07","","lasacristia.loscabos@gmail.com",-109.69539,23.06218,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1816","2023-12-01 09:14:55-06"
1344,"Intagrafia. Taller de Grafica y Galeria","2012-08-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Morelos esq. Comonfort","Centro","23400","624 105 28 50","","",-109.69655,23.06341,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1344","2022-03-31 05:09:53-06"
435,"Galería Alfredo Ginocchio","2019-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Carr. Transpeninsular km. 24.5, Koral Center","Cerro Colorado","23400","624 122 36 40","https://ginocchio.gallery/","info@ginocchiogaleria.com",-109.70948,23.03769,"http://sic.gob.mx/ficha.php?table=galeria&table_id=435","2023-08-01 04:09:38-06"
826,"Galería de Arte del Cerrito del Timbre","2019-01-01","Casa de la Cultura Profra. Nieves Tresviño",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Matamoros s/n esq. Niños Héroes   ","Centro","23450","612 143 07 49","","coorculturacsl@gmail.com",-109.69475,23.06159,"http://sic.gob.mx/ficha.php?table=galeria&table_id=826","2022-03-31 04:56:26-06"
460,"Galería de Ida Victoria","2000-12-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Vicente Guerrero 1128","Centro","23400","624 142 57 72","http://idavictoriagallery.com/","ida@idavictoriaarts.com",-109.69716,23.06224,"http://sic.gob.mx/ficha.php?table=galeria&table_id=460","2022-03-31 04:59:29-06"
1068,"Frank Arnold Gallery","2012-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Comonfort 1137","Centro","23400","624 142 44 22","https://frankarnoldart.com/","frank@frankarnoldart.com",-109.69565,23.06352,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1068","2021-05-06 08:49:48-05"
698,"Galería  Pez Gordo","1999-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Corredor Turístico,Carr. Transpeninsular km. 7.5","","23400","624 144 52 92","http://www.pezgordoloscabos.com/","pezgordoart@yahoo.com",-109.72457,23.01087,"http://sic.gob.mx/ficha.php?table=galeria&table_id=698","2023-08-01 04:08:10-06"
1354,"Galería de Arte de la Casa Ballena","2011-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Camino a Cabo del Este s/n","Col. La Playa","23403","","https://casaballena.com/acerca-de-casa-ballena/","info@casaballena.com",-109.67362,23.07076,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1354","2022-12-02 05:10:00-06"
834,"Galería Corsica Cabo","2000-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Alvaro Obregón 16","Centro Histórico","23400","624 146 91 77","","corsicacabo@yahoo.fr",-109.69657,23.06254,"http://sic.gob.mx/ficha.php?table=galeria&table_id=834","2024-11-20 11:58:29-06"
1961,"Whimsical Art Cabo","1000-01-01","",3,"Baja California Sur",8,"Los Cabos",1,"San José del Cabo","Francisco I Madero Mz. 6 L. 15 e Hidalgo y Guerrero ","Centro","23450","612 120 93 17","","info@whimsicalcabo.com",-109.91325,22.88268,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1961","2023-10-02 06:41:46-06"
1910,"Galería Sergio Bustamante Los Cabos","1000-01-01","",3,"Baja California Sur",8,"Los Cabos",54,"Cabo San Lucas","Lázaro Cardenas y Paseo Cabo Bello s/n","El Medano","23410","624 191 67 40","","puertoparaiso@sergiobustamante.com.mx",-109.90925,22.88716,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1910","2022-03-31 05:45:22-06"
1346,"Héctor Estrada Art Gallery","2014-10-31","",3,"Baja California Sur",8,"Los Cabos",54,"Cabo San Lucas","Blvd. Lázaro Cárdenas s/n","Centro","23450","624 105 13 81","","hestradaart@hotmail.com",-109.9142,22.88364,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1346","2023-11-14 05:37:23-06"
1823,"Galería  de Arte  Enrique Bascón","2016-01-01","",3,"Baja California Sur",8,"Los Cabos",54,"Cabo San Lucas","Alvaro Obregón 8","Centro","23400","624 157 52 78","http://www.artebascon.com/","enriquebascon@gmail.com",-109.91721,22.89036,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1823","2023-08-01 03:45:45-06"
838,"Yandi Monardo Art Gallery","2011-08-01","",3,"Baja California Sur",8,"Los Cabos",54,"Cabo San Lucas","Luxury Avenue Local 3","Centro","23000","624 117 56 12","","yandimonardo@yahoo.com.mx",-109.90863,22.88616,"http://sic.gob.mx/ficha.php?table=galeria&table_id=838","2022-03-31 05:21:32-06"
842,"Benavente Gallery","2000-01-01","",3,"Baja California Sur",8,"Los Cabos",54,"Cabo San Lucas","Camino de los Charros 6","Centro","23450","624 246 11 19",""," fidelia_colin@yahoo.com.mx",-109.91592,22.88265,"http://sic.gob.mx/ficha.php?table=galeria&table_id=842","2023-08-01 03:39:25-06"
1345,"Laura Urrea Art Gallery","2013-01-01","",3,"Baja California Sur",8,"Los Cabos",54,"Cabo San Lucas","Calle Fco. I. Madero s/n entre Hidalgo y Guerrero ","Centro","23450","624 150 65 73","","",-109.91343,22.8826,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1345","2023-08-01 05:05:26-06"
1069,"Sala de Exposiciones Kumutu del Palacio Municipal","2015-03-13","Ayuntamiento de Loreto",3,"Baja California Sur",9,"Loreto",1,"Loreto","Francisco I. Madero s/n","Centro","23880","613 135 00 36","",":presidencia@loreto.gob.mx",-111.34244,26.01068,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1069","2023-11-14 05:45:47-06"
73,"Galería  Domingo Pérez-Piña","2022-04-01","Instituto Campechano",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Calle 10 núm. 357,  PB, Edif.Central","Centro","24000","981  816 60 56  x139","","alejandro.perez@inscam.edu.mx",-90.53988,19.84367,"http://sic.gob.mx/ficha.php?table=galeria&table_id=73","2024-07-02 13:00:15-06"
2105,"Galería Sergio Cuevas Avilés","1000-01-01","Centro Cultural y Juvenil La Chacala",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Calle 12 núm. 172","Centro","24000","981 811 42 04","","lachacara@institutodecultura.gob.mx",-90.53984,19.84335,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2105","2023-08-02 03:34:00-06"
374,"Galería Arte Joaquín Clausell","1981-01-16"," Teatro Francisco de Paula Toro",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Calle 12 núm. 139","Centro Histórico","24000","","https://turismocampeche.com/folio/teatro-francisco-de-paula-toro/","",-90.53456,19.84538,"http://sic.gob.mx/ficha.php?table=galeria&table_id=374","2024-07-22 09:06:22-06"
1089,"Arqte Galería","2019-10-01","",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Calle 12 núm. 26"," Centro","29000","981 129 11 39","https://arqtegaleria.wixsite.com/galeriadearte/","arqtegaleria@hotmail.com",-90.54459,19.8403,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1089","2023-08-02 03:16:25-06"
1347,"Casa San Pablo Mercado de Arte","2013-01-01","Secretaría de Cultura de Campeche",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Calle 59 núm. 44","Centro","24000","981  811 39 27","","casasanpablomercadodelarte@gmail.com",-90.5368,19.84253,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1347","2023-08-02 03:17:22-06"
2101,"Galería Casa San Pedro","1000-01-01","Instituto de Cultura y las Artes de Campeche",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Calle 59 entre 15 y 16","Centro","24000","981 811 39 27","https://icaecam.mx/cartelera","contacto@icaecam.mx",-90.53676,19.8422,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2101","2023-08-02 03:28:04-06"
1167,"Galería Manuel de la Cruz","2003-06-05","Biblioteca Campeche/Secretaría de Cultura de Campeche",4,"Campeche",2,"Campeche",1,"San Francisco de Campeche","Calle 8 s/n entre 55 y 57","Centro Histórico","24000","981 811 65 98",""," bibliotecacampeche@hotmail.com",-90.53707,19.8463,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1167","2022-03-31 07:33:56-06"
365,"Galería de la Casa de la Cultura de Carmen","1987-12-16","Ayuntamiento de Carmen",4,"Campeche",3,"Carmen",1,"Ciudad del Carmen","Calle 24 núm. 34","Centro","24100","938 382 13 87","","deccarmen2124@gmail.com",-91.83397,18.63631,"http://sic.gob.mx/ficha.php?table=galeria&table_id=365","2025-06-05 14:48:51-06"
1749,"Galería Albricci","2015-11-01","",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","ignacio Allende Sur 101","Centro","25000","844 414 15 41","","contacto@galeriaalbricci.com",-101.00147,25.42137,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1749","2022-04-04 05:50:33-05"
1097,"Arte en Movimiento Galería","2005-01-01","",5,"Coahuila de Zaragoza",30,"Saltillo",1,"Saltillo","Blvd. José Musa De León 1755","Col. Los Pinos","25198","844 122 38 21","","galeria@artenmovimiento.com",-100.96324,25.46232,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1097","2023-08-02 05:49:08-06"
1312,"Galería Juárez 2525","2013-10-02","",5,"Coahuila de Zaragoza",35,"Torreón",1,"Torreón","Av. Juárez 2525 Ote.","Centro","27000","871 793 88 96","","galeriajuarez25@gmail.com",-103.43407,25.53796,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1312","2022-04-04 05:52:41-05"
1622,"Galería HQ Antiguedades y Coleccionables","1995-03-01","",5,"Coahuila de Zaragoza",35,"Torreón",1,"Torreón","Av. Matamoros 60 Ote.","Centro","27000","871 712 48 52","http://hqantiguedades.com/","info@hgantiguedades.com",-103.44797,25.54009,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1622","2022-04-04 05:54:25-05"
1098,"Galería de Arte Contemporáneo","1982-01-01","Teatro Isauro Martínez",5,"Coahuila de Zaragoza",35,"Torreón",1,"Torreón","Galeana 73 Sur","Centro Histórico","27000","871 192 08 39","","teatroisauromartinez@yahoo.com.mx",-103.45228,25.5404,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1098","2022-04-04 05:51:17-05"
711,"Galería Torranoa","2021-03-18","",5,"Coahuila de Zaragoza",35,"Torreón",1,"Torreón","Blvd. Revolución 2050—10","Plaza Jardín","27200","871 103 94 11",""," galeriatorranoa@gmail.com",-103.42634,25.53531,"http://sic.gob.mx/ficha.php?table=galeria&table_id=711","2023-08-02 05:59:38-06"
1418,"Galería Mónica Saucedo ","2014-10-29","",6,"Colima",2,"Colima",1,"Colima","Emilio Rabasa 327","Col. Real Vista Hermosa III","28017","312 323 45 01","http://www.galeriamonicasaucedo.com","contacto@galeriamonicasaucedo.com",-103.70537,19.25992,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1418","2023-08-03 05:39:36-06"
1284,"La Artería Galería de Arte","2013-07-27","",6,"Colima",2,"Colima",1,"Colima","Mariano Arista 164","Centro","28000","312 312 27 06","","rosariogomezrangel@gmail.com",-103.73035,19.24902,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1284","2022-11-10 06:36:56-06"
254,"Galería Alfonso Michel ","1981-09-01","Secretaría  de Cultura del Gobierno del Estado de Colima/Casa de Cultura",6,"Colima",2,"Colima",1,"Colima","Calz. Galván Norte s/n","Centro","28000","312 312 84 31","","info@culturacolima.gob.mx",-103.71499,19.24255,"http://sic.gob.mx/ficha.php?table=galeria&table_id=254","2023-08-03 05:37:43-06"
748,"Galería Casa del  Catrín","1000-01-01","",6,"Colima",2,"Colima",1,"Colima","Manuel Alvarez Bravo 40","Centro","34070","312 312 90 67","","casadelcatrincolima@gmail.com",-103.7276,19.24551,"http://sic.gob.mx/ficha.php?table=galeria&table_id=748","2022-04-12 04:47:28-05"
1023,"Galería Ricardo Rocha","2017-05-22","Centro Estatal de las Artes",6,"Colima",3,"Comala",1,"Comala","Km. 5.5. Carr. Villa Alvarez-Comala","","28450","312 313 99 68","http://www.cenart.gob.mx/2015/07/centro-estatal-artes-colima/","info@culturacolima.gob.mx",-103.75969,19.31714,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1023","2023-08-03 05:43:08-06"
1841,"Sala José Luis Cuevas","2017-05-22","Centro Estatal de las Artes",6,"Colima",3,"Comala",1,"Comala","Km. 5.5 Carr. Villa Alvarez-Comala","","28450","312 313 99 68","https://www.cenart.gob.mx/2015/07/centro-estatal-artes-colima/","info@culturacolima.gob.mx",-103.75964,19.31695,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1841","2023-08-03 05:47:32-06"
1087,"Galería de Arte Municipal","2012-01-01","Gobierno del Estado de Chiapas/CONECULTA",7,"Chiapas",17,"Cintalapa",1,"Cintalapa de Figueroa","Calle 2a. Ote. y Sur Ote. 7","Centro","30400","961  649 09 24",""," galeriadeartedecintalpa@gmail.com",-93.71984,16.69826,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1087","2023-08-02 04:09:08-06"
1420,"Nanishaw Galería de Arte","2013-12-06","",7,"Chiapas",19,"Comitán de Domínguez",1,"Comitán de Domínguez","Blvd. de las Federaciones Carr. Internacional Km. 1260 ","","30090","963  105 76 72","","nan.ishaw.galeriadearte@gmail.com",-92.12585,16.22681,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1420","2023-11-01 05:39:52-06"
1623,"Galería Tres50","2017-12-15","Espacio Cultural Tres50",7,"Chiapas",27,"Chiapa de Corzo",1,"Chiapa de Corzo","Av. Coronel Salvador Urbina 342 ","Cenro","29160","","","tres50espaciocultural@gmail.com",-93.01375,16.70583,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1623","2020-10-23 06:41:55-05"
1666,"Galería MUY","2016-01-01","",7,"Chiapas",78,"San Cristóbal de las Casas",1,"San Cristóbal de las Casas","Nicolás Ruiz 83","Barrio de Guadalupe","29230","967 631 51 57","http://www.galeriamuy.org","galeriamuy@gmail.com",-92.6287,16.73862,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1666","2023-08-02 04:12:16-06"
1279,"Casa Kuxtal Arte y Diseño","2013-02-01","",7,"Chiapas",78,"San Cristóbal de las Casas",1,"San Cristóbal de las Casas","Real de Guadalupe 67","Centro","29220","967 192 06 00  ","","info@casakuxtal.mx",-92.63258,16.73771,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1279","2023-04-27 02:55:51-06"
1091,"Aramauca, Plataforma para el Arte Contemporáneo","2017-01-01","",7,"Chiapas",78,"San Cristóbal de las Casas",1,"San Cristóbal de las Casas","Av. Flavio A. Paniagua 71","Barrio de Guadalupe","29230","916 124 53 07 ","","info.aramauca@gmail.com",-92.62864,16.73934,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1091","2022-04-06 07:06:03-05"
1455,"Arteria Chiapas Galería Tienda","2000-02-01","",7,"Chiapas",78,"San Cristóbal de las Casas",1,"San Cristóbal de las Casas","Calle Real de Guadalupe 118","Barrio de Guadalupe","29230","967 631 51 11",""," galeriaarteriachiapas@gmail.com",-92.62961,16.73786,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1455","2023-08-02 03:53:23-06"
1280," Uvence Arte + Hotel","2009-10-01","",7,"Chiapas",78,"San Cristóbal de las Casas",1,"San Cristóbal de las Casas","Calle Presidente Carranza 14 "," Col. Revolución Mexicana","29220","967  678 42 90","","info@uvenceartehotel.com",-92.63072,16.74545,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1280","2023-08-02 03:38:55-06"
367,"Galeria Bek-Ixim","2022-04-24","",7,"Chiapas",101,"Tuxtla Gutiérrez",1,"Tuxtla Gutiérrez","Calle 9a. Pte. entre Av. Central  y 1 norte núm.149","Centro","29000","","","galeriabekixim@gmail.com",-93.115,16.75397,"http://sic.gob.mx/ficha.php?table=galeria&table_id=367","2024-07-13 21:05:23-06"
1088,"Galería de la Casa de la Cultura Luis Alaminos Guerrero","2012-02-01","Ayuntamiento de Tuxtla Gutiérrez/Instituto Tuxtleco de Arte y Cultura",7,"Chiapas",101,"Tuxtla Gutiérrez",1,"Tuxtla Gutiérrez","1ra. Poniente s/n esq. 2da. Norte","Centro","29000","961 611 14 05","https://www.tuxtla.gob.mx/","juansuareztenor@gmail.com",-93.11694,16.75534,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1088","2025-01-09 14:00:22-06"
315,"Galería  de Arte Contemporáneo ","2012-04-01","Centro Cultural de Chiapas Jaime Sabines",7,"Chiapas",101,"Tuxtla Gutiérrez",1,"Tuxtla Gutiérrez","Av. 12 Ote. Norte  núm.  2","Centro","29000","961 612 51 39","http://www.conecultachiapas.gob.mx","jaimesabines@conecultachiapas.gob.mx",-93.10582,16.75224,"http://sic.gob.mx/ficha.php?table=galeria&table_id=315","2022-04-06 07:25:43-05"
1661,"Galería de Arte Las Guacamayas","2013-01-01","Hotel Las Guacamayas",8,"Chihuahua",13,"Casas Grandes",1,"Casas Grandes","Av. 20 de Noviembre 1101","Col. Progreso","31850","636 699 09 97","","maytelujan@msn.com",-107.95305,30.37013,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1661","2022-09-13 03:29:58-05"
1422,"Galería de Casa Chihuahua ","1972-09-01","Casa Chihuahua Centro de Patrimonio Cultural",8,"Chihuahua",19,"Chihuahua",1,"Chihuahua","Libertad 901","Centro","31000","614 429 33 00 ext.11702","http://www.casachihuahua.org.mx/","",-106.07393,28.63958,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1422","2022-04-04 05:25:03-05"
546,"Galería La Estación Arte Contemporáneo","2002-01-01","",8,"Chihuahua",19,"Chihuahua",1,"Chihuahua","Aldama 1002 ","Centro","31000","614 410 72 16","http://laestaciongallery.com/","info@laestaciongallery.com",-106.06165,28.65092,"http://sic.gob.mx/ficha.php?table=galeria&table_id=546","2023-08-02 05:17:09-06"
1095,"Galería Artefacto","2014-09-25","Facultad de Artes/Universidad Autónoma de Chihuahua",8,"Chihuahua",19,"Chihuahua",1,"Chihuahua","Av. Universidad s/n, Campus 1","Col. San Felipe","31170","614 439 18 50 ext. 4400","","facultadartes.uach@gmail.com",-106.08709,28.65366,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1095","2023-08-02 05:06:16-06"
1799,"Nodi Art Gallery","2020-11-17","",8,"Chihuahua",19,"Chihuahua",1,"Chihuahua"," Catedral de Zacatecas  3333  ","Col. Cantera","31216","614 443 28 21","","",-106.13644,28.64477,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1799","2022-09-13 03:31:20-05"
